62.6106074556,69.6618875715,64.9821337922,69.284523746,36.7681107798,63.0507041155,28.4135527291,59.9818024962,55.1467971194,63
77.6477976152,-45.7124190262,67.956880864,64.3667777897,65.523156892,73.6758539064,11.7195977484,61.2631109112,53.9449686748,69
65.9637817359,92.3711325809,66.8015333063,61.70970779,27.7279227528,69.166486632,74.5074615599,77.0324312967,11.5312404147,69
68.2834829789,61.7047306954,25.8698706685,61.2683912406,60.9382861304,106.524018421,27.468665374,50.4408297881,87.2995186361,64
80.8570673146,72.3614446016,55.9935483414,51.7730088871,2.70652897984,64.1541995155,61.3218011797,53.6290183964,54.9098085071,64
73.5634089574,49.3951314187,65.1408660499,63.4951059181,69.5475877793,59.8666772364,71.5971001178,69.9062331544,85.9010499799,78
90.3219249691,62.332692204,73.9208182138,62.3036513743,49.8254166935,69.7543107438,91.428053063,59.6483894664,72.9578506578,60
92.9728935023,92.4220745955,56.7308562789,58.8552675651,103.584163681,72.7489356289,82.810682803,62.646400675,67.2652249221,65
61.7490558009,31.9083517295,58.8662740431,85.759210224,103.264789034,57.9232911701,20.1137951336,58.2612054145,62.0153759549,60
56.444825631,-17.0465775698,63.6994280102,103.19016173,60.9982043638,67.5986010842,64.5311844562,1.08328946618,61.5116402756,61
86.9475623387,60.4684135811,87.3309858354,23.8828412183,87.6983344598,117.482053983,85.2510261301,55.5694038598,62.4302669094,58
73.9285349817,46.8153279655,58.8843095277,63.9309254631,61.9534130879,51.271982349,105.096518533,54.6241164411,40.2778735713,66
56.1246203719,66.4938617123,107.448130523,62.1592772538,39.4587569795,64.6241874409,46.1739035103,122.069500689,69.2831984749,67
56.1915825296,110.989751938,59.294763628,58.8596271789,61.633254975,55.5494549604,38.9341469571,63.7034909759,19.7345555102,68
71.2843340332,32.1096114204,56.2902626092,78.6241959496,66.2494868377,60.1614787336,34.5502213532,110.541027077,73.1624939276,62
57.6644305421,51.3387252254,72.7979574637,113.604999867,58.3850229836,2.04556701682,50.2096584753,64.0622603578,5.37078011006,72
67.9634957233,111.984584403,41.3789009912,50.1118664423,61.3760349533,65.2016680877,111.393849992,64.6880984333,56.8962936816,67
144.749244965,61.4730294176,67.5985603113,60.783594297,71.3738721933,81.783457118,62.5661065039,97.5946917317,62.8740882449,74
